AgeGroup,AvgHouseholdExpenseOnPresents,AvgMinSportsPerDay,BMI,DisciplineScore,HappinessScore,NrCousins,StepsPerYear,SyndromeClass,TimeOnSocialActivities,SexInt,BloodTypeInt
3.0,589.865498385086,95.36603250540276,29.0,8.0,8.0,0.26358641828771734,1.658845893746493,2.0,58.5434626964496,0,3
3.0,375.45674003458885,110.30230288421087,29.0,3.0,5.0,-1.4000615480022653,-3.2745945150071183e-16,5.0,36.52787616802378,1,8
3.0,779.943345664415,176.80918483200676,27.104983517814695,4.0,9.0,1.6499597235293695,1.7802444810206473,5.0,77.4733426514166,0,0
4.0,555.1624740005581,171.5962362881813,29.0,7.0,6.34875,-0.013688242760613116,1.5872675032668755,5.0,53.610739086114556,0,8
2.0,555.1624740005581,190.98918632345183,25.73541996687231,6.0,8.0,-0.013688242760613116,-3.2745945150071183e-16,2.0,54.16883667028697,0,8
3.0,900.5484648084438,38.67937199487596,37.57328526697052,4.95,9.0,2.481783706674361,-1.2164980000780494,2.0,5.32,1,3
4.0,640.8110407781259,14.815582142615852,21.588112011872287,5.0,6.0,0.5408610793360478,-1.6665958511968924,1.0,5.32,1,8
3.0,446.5405270500038,58.02235642704096,33.12208585267418,4.0,4.0,-0.8455122259056044,-0.8320736478737258,2.0,44.13960884976547,1,2
3.0,555.1624740005581,25.968779399778857,36.32877755582472,7.0,5.0,-0.013688242760613116,-1.520305660180253,1.0,55.98661367538186,0,8
3.0,618.2728328001206,103.06874210725591,34.65842831151378,6.0,7.0,0.26358641828771734,0.16398168723152376,4.0,5.32,1,0
3.3769889840881273,555.1624740005581,32.3860523251543,18.94645108523542,5.0,5.0,-0.568237564857274,-1.3333819912809008,3.0,49.485277446437124,2,1
3.3769889840881273,652.4717338814382,6.460416367901495,33.20504483491547,7.0,6.0,0.8181357403843782,-1.819249462858219,1.0,65.99257225356168,0,4
6.0,508.7727226395375,95.36603250540276,25.437926703062505,4.95,5.0,-0.2909629038089436,-0.44680011510761397,5.0,51.794886223312645,0,3
4.0,555.1624740005581,190.9014016505347,23.22117800868321,5.0,8.0,9.85077481091176e-16,1.9143120737366228,5.0,58.09158606480296,0,5
3.0,445.72988464773096,185.2266682205748,32.13153209151648,6.0,6.34875,-0.8455122259056044,-3.2745945150071183e-16,3.0,44.138888741393984,0,3
3.0,555.1624740005581,95.36603250540276,29.358800265906485,3.0,7.0,0.8181357403843782,-0.7349800822360837,2.0,5.32,0,5
2.0,555.1624740005581,90.73805926538263,29.0,4.0,6.34875,1.6499597235293695,-3.2745945150071183e-16,2.0,5.32,0,3
3.0,636.452289301843,107.90542103224527,29.0,4.95,7.0,0.5408610793360478,-3.2745945150071183e-16,2.0,63.593049286124774,0,8
6.0,756.3528357392737,108.9168573613978,21.978187596808986,4.0,8.0,1.6499597235293695,0.33703306308083314,3.0,76.47294088828598,1,6
4.0,546.0975445801591,95.36603250540276,20.06707653711884,4.95,7.0,9.85077481091176e-16,0.8665700900369252,3.0,53.57755258895278,2,8
3.0,595.368872611262,49.56260274539928,30.39303129612491,8.0,6.34875,9.85077481091176e-16,-0.9812485640960679,1.0,59.838528942718,1,5
3.3769889840881273,650.884730807486,83.35500503416101,33.339338929867374,4.95,7.0,0.5408610793360478,-0.1817491558170685,2.0,64.6707674511483,0,5
2.0,478.8631707685244,59.87849477325428,29.0,4.95,5.0,-0.568237564857274,-0.7192665974081928,5.0,5.32,1,3
3.0,555.1624740005581,41.63044811819465,24.07111810788283,4.95,5.0,-0.2909629038089436,-1.1018171839912343,3.0,53.347895257836285,2,6
3.0,552.1074407671962,153.335787851195,29.0,5.0,6.34875,-0.013688242760613116,1.298636460975556,4.0,55.15008854528558,1,4
3.0,385.6848379301297,171.51251909151267,29.0,8.0,6.0,-1.4000615480022653,1.5878066600082084,3.0,37.593451588705314,1,0
3.0,529.9568916061612,20.726765877581986,31.09521509529146,3.0,6.34875,9.85077481091176e-16,-1.5211490361323516,2.0,53.50144478150393,2,4
3.3769889840881273,326.758973658243,95.36603250540276,27.479585606055718,6.0,4.0,9.85077481091176e-16,-0.5065201992515896,1.0,33.28143163474099,0,8
3.0,751.2777089353833,43.0867776640304,24.15625431964271,5.0,8.0,9.85077481091176e-16,-1.007788867792672,5.0,75.76256640186824,0,7
3.0,555.1624740005581,246.58095729426486,32.49162446788252,5.0,9.0,9.85077481091176e-16,3.2064432401264176,2.0,53.22352587284463,0,4
4.0,432.92814510488176,95.36603250540276,32.51949939787099,5.0,5.0,-0.8455122259056044,-0.4948149864833792,3.0,44.42744295581252,0,1
2.0,529.6786502540749,26.35529897344973,29.0,4.0,5.0,-0.013688242760613116,-1.4698006433714241,2.0,54.0932552000119,2,3
3.0,555.1624740005581,140.95117587574023,27.620292248358997,4.0,7.0,9.85077481091176e-16,-3.2745945150071183e-16,3.0,53.40937249139703,0,3
3.0,588.5414340418713,180.79172427614918,29.0,4.0,8.0,0.26358641828771734,-3.2745945150071183e-16,2.0,5.32,0,4
5.0,312.62731898313683,84.50459033172172,20.56959154997977,4.95,4.0,-1.6773362090505957,-0.13514146200586663,1.0,32.37621331107434,1,1
3.0,579.8663437849763,184.5679943340763,29.0,7.0,8.0,0.26358641828771734,1.9622456080909174,4.0,5.32,0,1
2.0,738.3453964778012,20.611697440612527,26.80088169838738,6.0,6.34875,1.372685062481039,-1.5350579144720768,5.0,74.09037107183242,2,8
3.3769889840881273,290.56170697910784,71.03636190887335,29.0,4.95,3.0,-1.9546108700989262,-0.5107108133603837,2.0,26.964385769722718,1,5
4.0,558.6528758462399,95.36603250540276,29.0,4.95,6.34875,-0.013688242760613116,-1.4200319082840558,5.0,55.32207053761457,0,2
2.0,477.49967050967257,95.36603250540276,29.0,5.0,5.0,-0.568237564857274,-1.3413836503124417,3.0,48.071907349647596,0,4
6.0,648.8822182738418,75.14326880801134,33.421008630424296,4.95,7.0,9.85077481091176e-16,-0.3394892219218868,5.0,64.84556019918725,1,7
3.0,512.2590228091121,82.01314878278933,29.0,4.0,5.0,9.85077481091176e-16,-0.22407852767411449,3.0,50.34218435650522,0,3
3.0,334.31407410918416,95.36603250540276,36.509949962868774,4.0,7.0,-1.6773362090505957,2.6242876192120708,3.0,31.204432001178354,0,4
3.0,767.1021201720301,96.83192350962666,40.902317262544976,5.0,8.0,1.6499597235293695,0.033911959375460474,2.0,77.16696294014544,2,6
3.3769889840881273,506.4489473137757,136.11879810559887,28.24923005532537,4.95,6.0,-0.568237564857274,-3.2745945150071183e-16,5.0,48.487239893627326,2,4
3.0,460.2909220695056,95.36603250540276,29.0,4.95,6.34875,9.85077481091176e-16,-1.6851719644348977,5.0,47.76723862009285,0,0
3.0,621.3076797847764,85.81201356587226,30.89685402186957,4.0,7.0,0.5408610793360478,-0.15705085066418242,5.0,62.714948905363656,1,8
4.0,707.5437079772655,135.2148844883426,25.81574116853121,3.0,8.0,1.0954104014327086,0.9387280169044742,2.0,69.10553746802995,0,8
2.0,706.1943128579532,41.09293394503255,38.27520741957176,4.0,7.0,1.0954104014327086,-1.129067825849086,5.0,71.3979079552936,1,6
6.0,562.319943829934,83.54515925656236,30.677610006132074,8.0,6.0,-0.013688242760613116,-0.39646599799043625,5.0,57.007907797169615,0,6
3.3769889840881273,290.96618108557345,95.36603250540276,34.81953549632617,4.95,5.0,-1.9546108700989262,0.6174491760802079,3.0,29.730557511414,1,0
3.3769889840881273,426.2972211959282,95.36603250540276,32.55512572429106,7.0,5.0,-0.8455122259056044,-0.3490188890838811,2.0,42.47011324902786,0,4
3.0,555.1624740005581,52.199662028727,33.94955396125192,5.0,3.0,-2.2318855311472565,-0.9662957407546069,5.0,5.32,2,5
5.0,512.8009462819145,87.4933411928669,31.763126538035678,3.0,6.34875,9.85077481091176e-16,-0.18931398336339197,3.0,50.32064419516165,1,5
5.0,619.8012813949989,95.36603250540276,29.0,3.0,8.0,9.85077481091176e-16,1.2083562749926982,2.0,62.87791678804618,0,3
5.0,493.440692894321,95.36603250540276,24.431735455083803,6.0,6.34875,-0.568237564857274,1.2174524353823972,5.0,49.61359652103328,2,0
3.3769889840881273,334.1753983216393,95.36603250540276,29.0,6.0,4.0,9.85077481091176e-16,-0.33319583196273733,2.0,33.628951846144325,2,1
2.0,555.1624740005581,144.45732709791366,25.828529080181816,4.95,10.0,3.0363330287710215,1.117771792287735,3.0,0.9544762561474288,0,2
3.3769889840881273,555.1624740005581,88.54230353899058,32.48944640958619,5.0,5.0,9.85077481091176e-16,-0.11856457406249142,2.0,39.58614981299642,1,6
3.3769889840881273,555.1624740005581,95.36603250540276,33.44398784468393,4.95,6.0,0.26358641828771734,-1.3650327613647946,5.0,58.955410373705476,1,1
3.0,617.7046078064171,95.36603250540276,26.308051690752958,6.0,7.0,0.26358641828771734,-3.2745945150071183e-16,1.0,59.54123480429457,1,3
3.0,660.3818951750683,175.46829568097047,29.490100629782553,3.0,9.0,0.8181357403843782,1.8854225254522075,2.0,5.32,2,4
3.3769889840881273,514.0342363359446,134.65053117933454,25.632204786044607,3.0,6.0,-0.2909629038089436,-3.2745945150071183e-16,2.0,5.32,0,7
3.0,862.7698983543553,116.44368189524458,26.019818910805807,4.0,9.0,2.2045090456260303,0.3939457668528655,5.0,86.89801092463856,0,6
2.0,555.1624740005581,158.66839681985874,24.48687213695358,6.0,6.34875,-0.013688242760613116,1.3467621031571464,3.0,53.6266217476941,1,8
4.0,641.6423130474608,20.2212491109627,31.69091651832662,5.0,6.0,9.85077481091176e-16,-1.60313338124337,5.0,65.10181433744424,0,7
6.0,702.5971320896715,91.8408490002108,29.0,3.0,7.0,0.8181357403843782,-3.2745945150071183e-16,2.0,5.32,1,0
6.0,630.729059948046,97.35728653259834,29.676962065267137,6.0,6.34875,0.5408610793360478,0.025071676967641725,1.0,63.922328817911996,2,8
2.0,538.2260580991115,81.68660600983866,28.42014911011079,6.0,6.0,9.85077481091176e-16,-0.19964365672998574,3.0,53.17547387100682,1,8
3.0,555.1624740005581,95.36603250540276,29.177965421758365,3.0,5.0,-0.568237564857274,-3.2745945150071183e-16,5.0,49.55652353935422,1,6
3.0,544.5268046194635,95.36603250540276,29.0,5.0,9.0,-0.013688242760613116,2.705270239388212,5.0,54.42747000635431,2,8
3.3769889840881273,503.40908752115683,139.39871104938666,29.0,4.0,6.34875,-0.2909629038089436,-3.2745945150071183e-16,2.0,5.32,1,7
4.0,439.0110059894052,67.68836707717286,35.19002354742562,4.95,6.34875,-0.8455122259056044,-0.5317673550830115,1.0,43.948739259585416,0,8
3.0,276.06433638315684,82.06782110367986,26.9300328863416,4.95,3.0,-2.2318855311472565,-0.2636248290034397,2.0,25.337181639972663,1,1
2.0,411.75504120097327,59.386690402168036,33.98836877729716,6.0,4.0,9.85077481091176e-16,-0.7576486458914141,5.0,41.2268291785372,1,8
3.3769889840881273,485.39901289490234,19.052008671420907,31.472079397959593,5.0,5.0,-0.568237564857274,-1.5797782301608705,2.0,48.26535889414794,2,8
3.3769889840881273,385.62011320025147,169.54475697176287,24.785978049994696,7.0,6.0,-1.4000615480022653,1.5810750214257312,3.0,37.68282391070435,0,0
3.3769889840881273,555.1624740005581,62.63251779405284,29.0,6.0,6.34875,0.8181357403843782,-3.2745945150071183e-16,3.0,5.32,0,3
3.3769889840881273,555.1624740005581,62.87727344411429,26.298360891508132,5.0,8.0,1.6499597235293695,-0.6282737470356502,3.0,78.16808394395308,2,8
3.0,627.2269337117864,43.02285355746381,19.3607167993754,4.95,6.0,0.5408610793360478,-1.1068192445609433,2.0,62.48941561560049,2,8
4.0,774.8694670536586,91.1496706175774,25.189892531198826,3.0,8.0,9.85077481091176e-16,-0.03470886588291308,3.0,5.32,1,6
3.3769889840881273,475.369246343552,62.30104638159478,31.27964944029388,4.0,5.0,-0.568237564857274,-0.5951450621418738,5.0,48.5351439580501,1,8
4.0,360.7701370927721,87.4393646685304,27.64513813462168,6.0,4.0,-1.4000615480022653,-0.15384645374366088,2.0,5.32,2,3
3.3769889840881273,338.75626229873825,25.094411301632363,28.292335997116474,4.95,3.0,-1.6773362090505957,-3.2745945150071183e-16,4.0,33.685775293651645,2,8
4.0,555.1624740005581,95.36603250540276,33.110404568641506,4.95,6.34875,9.85077481091176e-16,-1.560283184940971,1.0,25.691600701827607,0,3
3.3769889840881273,555.1624740005581,39.55335891592086,29.997869139818945,4.0,7.0,1.372685062481039,-1.1097044928416568,5.0,73.67217053787004,1,0
4.0,407.3947471422407,95.36603250540276,30.516306441125746,5.0,6.0,-0.8455122259056044,1.075967422079927,3.0,43.07358978885557,2,5
2.0,394.8537174074778,18.470163900017354,28.600840903995604,6.0,4.0,-1.1227868869539348,-1.642601899893584,5.0,38.70761578706254,1,1
3.3769889840881273,628.2223249098387,7.8759451549038735,27.72918629225143,8.0,6.0,0.5408610793360478,-1.782462216397702,3.0,62.80616182225569,0,3
3.0,239.49924383208509,133.72686462591878,29.0,6.0,4.0,-2.2318855311472565,0.8340465956721048,2.0,23.487737893471213,0,4
5.0,411.399737822457,85.70531721983562,24.08419205134703,2.0,5.0,9.85077481091176e-16,-0.2520802753558095,5.0,42.88878446875089,2,0
6.0,472.87315873968737,62.95023363067684,26.251818320766304,5.0,6.34875,9.85077481091176e-16,-3.2745945150071183e-16,2.0,46.743001718865,1,4
3.0,694.8510080656548,216.94742973736604,22.542901642838416,5.0,10.0,1.0954104014327086,2.6674065462698477,3.0,70.63012533517563,2,8
2.0,562.9048934419195,42.7540271144093,40.78398152253632,4.95,6.0,-0.013688242760613116,-3.2745945150071183e-16,5.0,5.32,1,4
3.3769889840881273,415.5575782490208,43.49515377570362,30.271906326639662,4.95,4.0,-0.8455122259056044,-1.1401638204185591,2.0,5.32,0,1
4.0,716.2282204509418,15.843936047919287,43.205303905086886,3.0,7.0,1.0954104014327086,-1.6834480530602214,3.0,70.63188770876292,2,6
3.3769889840881273,898.3029264681409,95.36603250540276,27.27566516593182,4.95,6.34875,2.481783706674361,1.4414807449623324,3.0,5.32,2,0
2.0,423.8611864876005,53.31729480660458,31.853444472777124,4.0,4.0,-1.1227868869539348,-3.2745945150071183e-16,5.0,5.32,0,1
2.0,839.8095613280956,70.53249262775951,33.41966530785986,4.0,9.0,2.2045090456260303,-0.4308700332158263,2.0,5.32,0,2
3.3769889840881273,735.5369204329323,95.36603250540276,32.694421615272475,5.0,6.34875,9.85077481091176e-16,0.8981504643018196,3.0,74.79303704498287,0,4
6.0,621.7205698315147,103.12765324309278,31.726806016150302,4.95,7.0,0.5408610793360478,0.2006835763561311,5.0,62.26156958118846,1,8
4.0,555.1624740005581,84.44258657609439,30.959810302759557,6.0,6.34875,-0.568237564857274,-0.2526413280297056,3.0,5.32,2,8
3.0,472.0607714646665,38.0403492470435,29.0,6.0,5.0,-0.568237564857274,-1.22825107026417,2.0,46.49187527969764,1,1
3.0,555.1624740005581,168.50044881220362,25.4541951194206,6.0,6.0,9.85077481091176e-16,1.5599516398288764,5.0,37.78899948685006,0,8
4.0,568.4741205446833,135.7647147437755,29.0,7.0,7.0,-0.013688242760613116,0.9141428224817192,1.0,56.154385009356425,1,0
